(483, 2356, 2405)
(485, 4692, 4717)
(488, 3705, 3737)
(492, 1645, 1717)
(495, 952, 1073)
(495, 1472, 1553)
(495, 4888, 4913)
(496, 897, 1025)
(497, 2496, 2545)
(504, 703, 865)
(504, 1247, 1345)
(504, 3953, 3985)
(511, 2640, 2689)
(516, 1813, 1885)
(517, 1044, 1165)
(520, 2679, 2729)
(520, 4209, 4241)
(525, 2788, 2837)
(528, 1025, 1153)
(531, 1700, 1781)
(532, 1395, 1493)
(533, 756, 925)
(536, 4473, 4505)
(539, 1140, 1261)
(540, 629, 829)
(540, 2891, 2941)
(549, 1820, 1901)
(552, 4745, 4777)
(553, 3096, 3145)
(555, 572, 797)
(559, 840, 1009)
(560, 1161, 1289)
(560, 1551, 1649)
(560, 3111, 3161)
(561, 1240, 1361)
(564, 2173, 2245)
(567, 3256, 3305)
(576, 943, 1105)
(580, 741, 941)
(580, 3339, 3389)
(581, 3420, 3469)
(583, 1344, 1465)
(585, 928, 1097)
(585, 2072, 2153)
(588, 2365, 2437)
(592, 1305, 1433)
(595, 3588, 3637)
(603, 2204, 2285)
(609, 3760, 3809)
(611, 1020, 1189)
(612, 1075, 1237)
(615, 728, 953)
(616, 663, 905)
(616, 1887, 1985)
(620, 861, 1061)
(620, 3819, 3869)
(623, 3936, 3985)
(624, 1457, 1585)
(627, 1564, 1685)
(636, 2773, 2845)
(637, 1116, 1285)
(639, 2480, 2561)
(640, 4071, 4121)
(644, 2067, 2165)
(645, 812, 1037)
(649, 1680, 1801)
(651, 4300, 4349)
(656, 1617, 1745)
(657, 2624, 2705)
(660, 779, 1021)
(660, 989, 1189)
(660, 2989, 3061)
(660, 4331, 4381)
(663, 1216, 1385)
(665, 4488, 4537)
(671, 1800, 1921)
(672, 2255, 2353)
(679, 4680, 4729)
(680, 4599, 4649)
(684, 1363, 1525)
(688, 1785, 1913)
(689, 1320, 1489)
(693, 1924, 2045)
(693, 2924, 3005)
(693, 4876, 4925)
(696, 697, 985)
(700, 2451, 2549)
(704, 903, 1145)
(705, 992, 1217)
(708, 3445, 3517)
(711, 3080, 3161)
(715, 1428, 1597)
(715, 2052, 2173)
(720, 1519, 1681)
(720, 1961, 2089)
(728, 2655, 2753)
(731, 780, 1069)
(732, 3685, 3757)
(735, 1088, 1313)
(737, 2184, 2305)
(740, 1269, 1469)
(741, 1540, 1709)
(744, 817, 1105)
(747, 3404, 3485)
(748, 1035, 1277)
(752, 2145, 2273)
(756, 2867, 2965)
(759, 2320, 2441)
(765, 868, 1157)
(765, 3572, 3653)
(767, 1656, 1825)
(780, 1421, 1621)
(780, 4189, 4261)
(781, 2460, 2581)
(784, 2337, 2465)
(792, 1175, 1417)
(792, 1855, 2017)
(793, 1776, 1945)
(795, 1292, 1517)
(799, 960, 1249)
(801, 3920, 4001)
(803, 2604, 2725)
(804, 4453, 4525)
(812, 3315, 3413)
(816, 2537, 2665)
(819, 1900, 2069)
(819, 4100, 4181)
(820, 1581, 1781)
(825, 2752, 2873)
(828, 2035, 2197)
(832, 855, 1193)
(833, 1056, 1345)
(836, 1323, 1565)
(840, 1081, 1369)
(840, 3551, 3649)
(848, 2745, 2873)
(855, 4472, 4553)
(860, 1749, 1949)
(868, 3795, 3893)
(869, 3060, 3181)
(871, 2160, 2329)
(873, 4664, 4745)
(880, 1479, 1721)
(880, 2961, 3089)
(884, 987, 1325)
(885, 1628, 1853)
(888, 1225, 1513)
(891, 3220, 3341)
(893, 924, 1285)
(896, 4047, 4145)
(897, 2296, 2465)
(900, 2419, 2581)
(901, 1260, 1549)
(912, 3185, 3313)
(913, 3384, 3505)
(915, 1748, 1973)
(923, 2436, 2605)
(924, 1643, 1885)
(924, 4307, 4405)
(931, 1020, 1381)
(935, 1368, 1657)
(935, 3552, 3673)
(936, 1127, 1465)
(936, 2623, 2785)
(940, 2109, 2309)
(944, 3417, 3545)
(949, 2580, 2749)
(952, 4575, 4673)
(957, 3724, 3845)
(969, 1120, 1481)
(969, 1480, 1769)
(975, 2728, 2897)
(976, 3657, 3785)
(979, 3900, 4021)
(980, 2301, 2501)
(984, 1537, 1825)
(988, 1275, 1613)
(1001, 2880, 3049)
(1001, 4080, 4201)
(1003, 1596, 1885)
(1005, 2132, 2357)
(1007, 1224, 1585)
(1008, 3055, 3217)
(1008, 3905, 4033)
(1012, 1995, 2237)
(1020, 2501, 2701)
(1023, 4264, 4385)
(1027, 3036, 3205)
(1032, 1705, 1993)
(1036, 1173, 1565)
(1037, 1716, 2005)
(1040, 1431, 1769)
(1040, 4161, 4289)
(1044, 3283, 3445)
(1045, 1332, 1693)
(1045, 4452, 4573)
(1053, 3196, 3365)
(1056, 2183, 2425)
(1060, 2709, 2909)
(1065, 2408, 2633)
(1067, 4644, 4765)
(1071, 1840, 2129)
(1072, 4425, 4553)
(1079, 3360, 3529)
(1092, 1325, 1717)
(1092, 1595, 1933)
(1095, 2552, 2777)
(1100, 2379, 2621)
(1104, 4697, 4825)
(1105, 1968, 2257)
(1105, 3528, 3697)
(1113, 1184, 1625)
(1116, 3763, 3925)
(1121, 1560, 1921)
(1128, 2065, 2353)
(1131, 3700, 3869)
(1136, 4977, 5105)
(1139, 2100, 2389)
(1140, 1219, 1669)
(1140, 3149, 3349)
(1144, 1767, 2105)
(1144, 2583, 2825)
(1148, 1485, 1877)
(1152, 4015, 4177)
(1155, 1292, 1733)
(1155, 2852, 3077)
(1157, 3876, 4045)
(1159, 1680, 2041)
(1173, 2236, 2525)
(1176, 2257, 2545)
(1180, 3381, 3581)
(1185, 3008, 3233)
(1188, 2795, 3037)
(1196, 1947, 2285)
(1197, 1804, 2165)
(1204, 1653, 2045)
(1207, 2376, 2665)
(1209, 4240, 4409)
(1220, 3621, 3821)
(1224, 4543, 4705)
(1232, 3015, 3257)
(1235, 1932, 2293)
(1235, 4428, 4597)
(1239, 1520, 1961)
(1241, 2520, 2809)
(1245, 3332, 3557)
(1248, 1265, 1777)
(1248, 2135, 2473)
(1260, 1829, 2221)
(1260, 3869, 4069)
(1260, 4819, 4981)
(1261, 4620, 4789)
(1272, 2665, 2953)
(1273, 2064, 2425)
(1275, 2668, 2957)
(1276, 3243, 3485)
(1281, 1640, 2081)
(1287, 4816, 4985)
(1300, 2331, 2669)
(1309, 2820, 3109)
(1311, 1360, 1889)
(1311, 2200, 2561)
(1312, 1425, 1937)
(1316, 2013, 2405)
(1320, 1711, 2161)
(1320, 2881, 3169)
(1320, 3479, 3721)
(1335, 3848, 4073)
(1340, 4389, 4589)
(1343, 2976, 3265)
(1349, 2340, 2701)
(1357, 1476, 2005)
(1364, 3723, 3965)
(1365, 1892, 2333)
(1365, 4028, 4253)
(1376, 1593, 2105)
(1377, 3136, 3425)
(1380, 1891, 2341)
(1380, 4661, 4861)
(1387, 2484, 2845)
(1403, 1596, 2125)
(1404, 2747, 3085)
(1407, 2024, 2465)
(1408, 3975, 4217)
(1411, 3300, 3589)
(1416, 3337, 3625)
(1420, 4941, 5141)
(1425, 2632, 2993)
(1428, 1475, 2053)
(1428, 2405, 2797)
(1440, 1769, 2281)
(1449, 1720, 2249)
(1455, 4592, 4817)
(1456, 2967, 3305)
(1463, 2784, 3145)
(1464, 3577, 3865)
(1479, 3640, 3929)
(1484, 2613, 3005)
(1491, 2300, 2741)
(1495, 1848, 2377)
(1496, 1647, 2225)
(1496, 4503, 4745)
(1501, 2940, 3301)
(1504, 1953, 2465)
(1508, 3195, 3533)
(1513, 3816, 4105)
(1515, 4988, 5213)
(1525, 1548, 2173)
(1533, 2444, 2885)
(1539, 3100, 3461)
(1540, 2829, 3221)
(1540, 4779, 5021)
(1541, 1980, 2509)
(1547, 3996, 4285)
(1560, 2479, 2929)
(1560, 3431, 3769)
(1560, 4081, 4369)
(1564, 1827, 2405)
(1568, 2145, 2657)
(1575, 1672, 2297)
(1577, 3264, 3625)
(1581, 4180, 4469)
(1596, 3053, 3445)
(1608, 4345, 4633)
(1612, 3675, 4013)
(1615, 3432, 3793)
(1615, 4368, 4657)
(1632, 2015, 2593)
(1632, 2345, 2857)
(1633, 2256, 2785)
(1649, 4560, 4849)
(1652, 3285, 3677)
(1653, 3604, 3965)
(1659, 2900, 3341)
(1664, 3927, 4265)
(1675, 1932, 2557)
(1679, 2400, 2929)
(1680, 2911, 3361)
(1683, 4756, 5045)
(1691, 3780, 4141)
(1692, 1885, 2533)
(1696, 2553, 3065)
(1700, 2211, 2789)
(1704, 4897, 5185)
(1708, 3525, 3917)
(1716, 4187, 4525)
(1717, 4956, 5245)
(1725, 2068, 2693)
(1725, 2548, 3077)
(1729, 3960, 4321)
(1740, 3139, 3589)
(1743, 3224, 3665)
(1748, 1755, 2477)
(1760, 2769, 3281)
(1764, 2077, 2725)
(1767, 4144, 4505)
(1768, 2415, 2993)
(1768, 4455, 4793)
(1771, 2700, 3229)
(1775, 2208, 2833)
(1785, 3392, 3833)
(1809, 1880, 2609)
(1817, 2856, 3385)
(1820, 4029, 4421)
(1820, 4731, 5069)
(1824, 1943, 2665)
(1824, 2993, 3505)
(1825, 2352, 2977)
(1836, 2627, 3205)
(1843, 4524, 4885)
(1860, 3619, 4069)
(1863, 3016, 3545)
(1869, 3740, 4181)
(1876, 4293, 4685)
(1881, 4720, 5081)
(1888, 3225, 3737)
(1900, 2139, 2861)
(1904, 2847, 3425)
(1908, 2485, 3133)
(1909, 3180, 3709)
(1917, 2156, 2885)
(1919, 4920, 5281)
(1920, 3871, 4321)
(1925, 2652, 3277)
(1932, 4565, 4957)
(1952, 3465, 3977)
(1955, 3348, 3877)
(1960, 2001, 2801)
(1971, 2300, 3029)
(1972, 3075, 3653)
(1975, 2808, 3433)
(1976, 2343, 3065)
(1980, 2701, 3349)
(1988, 4845, 5237)
(1995, 4292, 4733)
(2001, 3520, 4049)
(2016, 3713, 4225)
(2025, 2968, 3593)
(2037, 4484, 4925)
(2040, 2201, 3001)
(2040, 3311, 3889)
(2040, 4399, 4849)
(2047, 3696, 4225)
(2052, 2555, 3277)
(2059, 2100, 2941)
(2075, 3132, 3757)
(2079, 2600, 3329)
(2080, 3969, 4481)
(2093, 3876, 4405)
(2108, 3555, 4133)
(2117, 2244, 3085)
(2120, 2409, 3209)
(2121, 4880, 5321)
(2124, 3157, 3805)
(2128, 2775, 3497)
(2133, 2756, 3485)
(2139, 4060, 4589)
(2144, 4233, 4745)
(2175, 2392, 3233)
(2175, 3472, 4097)
(2176, 3807, 4385)
(2184, 2263, 3145)
(2185, 4248, 4777)
(2196, 3397, 4045)
(2204, 3003, 3725)
(2208, 4505, 5017)
(2225, 3648, 4273)
(2231, 4440, 4969)
(2233, 2544, 3385)
(2241, 3080, 3809)
(2244, 4067, 4645)
(2272, 4785, 5297)
(2275, 3828, 4453)
(2277, 4636, 5165)
(2280, 2849, 3649)
(2280, 3239, 3961)
(2291, 2700, 3541)
(2295, 3248, 3977)
(2323, 4836, 5365)
(2325, 2332, 3293)
(2325, 4012, 4637)
(2340, 3901, 4549)
(2349, 2860, 3701)
(2356, 3483, 4205)
(2360, 3081, 3881)
(2380, 4611, 5189)
(2387, 2484, 3445)
(2403, 3596, 4325)
(2407, 3024, 3865)
(2412, 4165, 4813)
(2425, 4392, 5017)
(2432, 3735, 4457)
(2436, 2923, 3805)
(2440, 3321, 4121)
(2448, 4895, 5473)
(2449, 2640, 3601)
(2457, 3776, 4505)
(2465, 3192, 4033)
(2475, 4588, 5213)
(2508, 2765, 3733)
(2508, 3995, 4717)
(2511, 2800, 3761)
(2520, 3569, 4369)
(2525, 4788, 5413)
(2556, 4717, 5365)
(2565, 4148, 4877)
(2573, 2964, 3925)
(2575, 4992, 5617)
(2576, 2607, 3665)
(2581, 3540, 4381)
(2584, 4263, 4985)
(2596, 2997, 3965)
(2604, 3403, 4285)
(2619, 4340, 5069)
(2635, 3132, 4093)
(2639, 3720, 4561)
(2660, 4539, 5261)
(2668, 2835, 3893)
(2680, 4089, 4889)
(2684, 3237, 4205)
(2688, 3655, 4537)
(2697, 3304, 4265)
(2697, 3904, 4745)
(2727, 4736, 5465)
(2736, 4823, 5545)
(2739, 2900, 3989)
(2755, 4092, 4933)
(2759, 3480, 4441)
(2760, 3071, 4129)
(2760, 4361, 5161)
(2772, 3485, 4453)
(2781, 4940, 5669)
(2805, 3068, 4157)
(2813, 4284, 5125)
(2821, 3660, 4621)
(2832, 2905, 4057)
(2840, 4641, 5441)
(2852, 3315, 4373)
(2856, 4183, 5065)
(2860, 3741, 4709)
(2871, 4480, 5321)
(2920, 4929, 5729)
(2928, 3145, 4297)
(2929, 4680, 5521)
(2937, 3416, 4505)
(2944, 3567, 4625)
(2945, 4032, 4993)
(2948, 4005, 4973)
(2987, 4884, 5725)
(3003, 3596, 4685)
(3007, 4224, 5185)
(3036, 3827, 4885)
(3036, 4277, 5245)
(3045, 3172, 4397)
(3069, 4420, 5381)
(3100, 3219, 4469)
(3115, 3348, 4573)
(3120, 3649, 4801)
(3124, 4557, 5525)
(3128, 4095, 5153)
(3131, 4620, 5581)
(3135, 3968, 5057)
(3193, 4824, 5785)
(3200, 3471, 4721)
(3201, 4160, 5249)
(3212, 4845, 5813)
(3216, 3913, 5065)
(3220, 4371, 5429)
(3255, 3712, 4937)
(3276, 3293, 4645)
(3300, 3731, 4981)
(3312, 4655, 5713)
(3333, 4556, 5645)
(3367, 3456, 4825)
(3395, 4092, 5317)
(3399, 4760, 5849)
(3400, 3999, 5249)
(3404, 4947, 6005)
(3408, 4465, 5617)
(3441, 3640, 5009)
(3465, 4288, 5513)
(3484, 3813, 5165)
(3504, 4753, 5905)
(3515, 3828, 5197)
(3535, 4488, 5713)
(3588, 4085, 5437)
(3589, 4020, 5389)
(3600, 4559, 5809)
(3605, 4692, 5917)
(3663, 4216, 5585)
(3672, 3895, 5353)
(3692, 4365, 5717)
(3700, 4851, 6101)
(3705, 3752, 5273)
(3737, 4416, 5785)
(3780, 4171, 5629)
(3783, 3944, 5465)
(3796, 4653, 6005)
(3811, 4620, 5989)
(3864, 3977, 5545)
(3885, 4828, 6197)
(3900, 4949, 6301)
(3939, 4340, 5861)
(3976, 4257, 5825)
(3996, 4747, 6205)
(4017, 4544, 6065)
(4059, 4060, 5741)
(4088, 4545, 6113)
(4141, 4260, 5941)
(4173, 4964, 6485)
(4176, 4343, 6025)
(4200, 4841, 6409)
(4223, 4464, 6145)
(4292, 4635, 6317)
(4305, 4672, 6353)
(4380, 4429, 6229)
(4387, 4884, 6565)
(4408, 4935, 6617)
(4515, 4588, 6437)
(4601, 4800, 6649)
(4712, 4815, 6737)
(4905, 4928, 6953)
